customer_id,signup_date,country
1371,2025-09-07,Canada
1372,2025-06-24,Germany
1373,2025-06-13,Australia
1374,2025-10-02,United Kingdom
1375,2025-07-25,United States
1376,2025-06-23,France
1377,2025-07-13,United Kingdom
1378,2025-10-30,Germany
1379,2025-08-13,United States
1380,2025-05-12,United States
1381,2025-09-22,United Kingdom
1382,2025-09-23,United States
1383,2025-08-14,Australia
1384,2025-07-21,Germany
1385,2025-04-17,France
1386,2025-08-26,United States
1387,2025-05-02,United Kingdom
1388,2025-08-15,United States
1389,2025-10-31,Australia
1390,2025-07-26,United States
1391,2025-10-05,United Kingdom
1392,2025-09-15,United Kingdom
1393,2025-06-09,Canada
1394,2025-10-29,United States
1395,2025-08-15,United States
1396,2025-10-20,United Kingdom
1397,2025-10-13,Canada
1398,2025-06-10,Germany
1399,2025-07-16,Australia
1400,2025-08-06,Canada
1401,2025-06-11,United States
1402,2025-08-22,France
1403,2025-08-02,United States
1404,2025-08-12,United States
1405,2025-08-15,United Kingdom
1406,2025-07-25,United States
1407,2025-05-13,Germany
1408,2025-08-19,United States
1409,2025-09-26,United States
1410,2025-09-20,Germany
1411,2025-10-02,United States
1412,2025-09-06,Canada
1413,2025-10-29,United Kingdom
1414,2025-02-28,United Kingdom
1415,2025-08-22,Canada
1416,2025-10-12,United States
1417,2025-08-09,United Kingdom
1418,2025-09-16,United States
1419,2025-09-04,United States
1420,2025-07-28,France
1421,2025-06-27,Germany
1422,2025-09-03,Canada
1423,2025-10-09,Canada
1424,2025-07-07,United States
1425,2025-09-16,Germany
1426,2025-10-12,United States
1427,2025-03-21,United Kingdom
1428,2025-10-20,France
1429,2025-09-21,United States
1430,2025-04-06,United Kingdom
1431,2025-10-12,United States
1432,2025-09-11,Australia
1433,2025-03-07,Germany
1434,2025-06-14,United States
1435,2025-04-27,United Kingdom
1436,2025-08-18,Germany
1437,2025-05-06,United States
1438,2025-10-12,United Kingdom
1439,2025-05-30,Australia
1440,2025-04-26,United Kingdom
1441,2025-06-03,United States
1442,2025-01-30,Canada
1443,2025-10-17,Germany
1444,2025-05-02,United States
1445,2025-06-29,United Kingdom
1446,2025-09-01,United States
1447,2025-06-02,Canada
1448,2025-05-16,United States
1449,2025-07-31,United States
1450,2025-08-19,United Kingdom
1451,2025-10-31,United States
1452,2025-10-29,Germany
1453,2025-06-09,United Kingdom
1454,2025-09-10,Germany
1455,2025-03-09,United Kingdom
1456,2025-08-03,Australia
1457,2025-06-12,Germany
1458,2025-08-26,United States
1459,2025-08-31,United Kingdom
1460,2025-09-08,Germany
1461,2025-09-05,Canada
1462,2025-08-30,Australia
1463,2025-09-02,United States
1464,2025-07-22,United Kingdom
1465,2025-09-18,United States
1466,2025-06-15,Germany
1467,2025-05-08,United States
1468,2025-08-12,France
1469,2025-08-10,Australia
1470,2025-10-05,United States
1471,2025-10-04,United Kingdom
1472,2025-10-01,Germany
1473,2025-06-27,United States
1474,2025-10-26,United States
1475,2025-10-27,Canada
1476,2025-09-17,France
1477,2025-10-27,Canada
1478,2025-07-04,Germany
1479,2025-02-05,United Kingdom
1480,2025-07-25,Germany
1481,2025-09-07,United Kingdom
1482,2025-10-04,Australia
1483,2025-04-11,United States
1484,2025-02-18,Canada
1485,2025-08-17,Australia
1486,2025-05-24,United States
1487,2025-10-04,Australia
1488,2025-06-17,United States
1489,2025-04-24,Australia
1490,2025-06-18,United Kingdom
1491,2025-04-05,Canada
1492,2025-04-23,United Kingdom
1493,2025-09-07,Germany
1494,2025-10-24,United States
1495,2025-09-20,United States
1496,2025-07-16,United States
1497,2025-08-02,United States
1498,2025-10-25,United States
1499,2025-07-05,United States
1500,2025-10-24,Canada
1501,2025-04-06,Germany
1502,2025-08-13,France
1503,2025-07-02,United States
1504,2025-05-13,United States
1505,2025-10-08,United Kingdom
1506,2025-09-05,United Kingdom
1507,2025-08-24,United States
1508,2025-09-28,United States
1509,2025-04-19,United Kingdom
1510,2025-03-21,Germany
1511,2025-05-19,United States
1512,2025-10-12,United States
1513,2025-04-27,Australia
1514,2025-01-17,Canada
1515,2025-04-26,United States
1516,2025-06-02,United States
1517,2025-09-05,United States
1518,2025-02-07,Germany
1519,2025-05-29,United States
1520,2025-05-08,United States
1521,2025-09-20,United Kingdom
1522,2025-09-20,United Kingdom
1523,2025-09-26,United Kingdom
1524,2025-04-11,United Kingdom
1525,2025-10-24,United States
1526,2025-09-27,Canada
1527,2025-08-08,United Kingdom
1528,2025-10-27,United States
1529,2025-07-30,United States
1530,2025-09-10,United Kingdom
1531,2025-10-18,United States
1532,2025-03-28,United Kingdom
1533,2025-03-20,United States
1534,2025-08-31,United Kingdom
1535,2025-06-23,France
1536,2025-08-10,United Kingdom
1537,2025-08-25,United States
1538,2025-09-13,Canada
1539,2025-09-03,Germany
1540,2025-09-16,United States
1541,2025-07-24,United States
1542,2025-06-27,United Kingdom
1543,2025-07-16,United States
1544,2025-07-18,Germany
1545,2025-07-06,United States
1546,2025-10-20,United States
1547,2025-10-05,United States
1548,2025-04-05,Germany
1549,2025-10-02,United Kingdom
1550,2025-08-22,United Kingdom
1551,2025-06-24,United States
1552,2025-07-01,Germany
1553,2025-09-21,Canada
1554,2025-09-16,France
1555,2025-08-24,United States
1556,2025-08-20,United States
1557,2025-09-04,United States
1558,2025-04-11,Canada
1559,2025-07-04,Germany
1560,2025-08-19,Canada
1561,2025-10-07,France
1562,2025-10-03,United Kingdom
1563,2025-09-02,United States
1564,2025-10-21,Canada
1565,2025-06-07,United States
1566,2025-09-13,United States
1567,2025-06-27,United States
1568,2025-10-12,United Kingdom
1569,2025-07-12,United States
1570,2025-08-31,United States
1571,2025-09-21,United States
1572,2025-07-17,United States
1573,2025-07-05,Germany
1574,2025-09-26,United Kingdom
1575,2025-03-30,United States
1576,2025-05-01,United Kingdom
1577,2025-09-08,United States
1578,2025-09-05,United Kingdom
1579,2025-07-22,United States
1580,2025-09-22,United States
1581,2025-07-19,United States
1582,2025-09-08,United Kingdom
1583,2025-09-06,United States
1584,2025-07-11,United Kingdom
1585,2025-01-27,United States
1586,2025-05-20,United States
1587,2025-06-03,United States
1588,2025-01-27,Germany
1589,2025-05-08,United States
1590,2025-09-13,United Kingdom
1591,2025-10-06,Canada
1592,2025-03-23,Canada
1593,2025-03-04,United States
1594,2025-10-20,Canada
1595,2025-08-20,United Kingdom
1596,2025-09-14,United States
1597,2025-04-14,United States
1598,2025-06-23,Canada
1599,2025-08-28,Canada
1600,2025-10-20,United States
1601,2025-10-07,United States
1602,2025-08-22,United Kingdom
1603,2025-07-11,United States
1604,2025-06-27,United States
1605,2025-05-05,United Kingdom
1606,2025-04-13,United Kingdom
1607,2025-10-17,United States
1608,2025-09-17,Canada
1609,2025-10-02,United States
1610,2025-04-27,United States
1611,2025-08-25,Germany
1612,2025-09-04,United States
1613,2025-09-25,United Kingdom
1614,2025-09-22,Germany
1615,2025-07-24,Australia
1616,2025-08-17,United Kingdom
1617,2025-08-29,Canada
1618,2025-08-30,United States
1619,2025-03-21,United States
1620,2025-06-17,United States
1621,2025-03-14,United Kingdom
1622,2025-06-19,United Kingdom
1623,2025-03-14,Canada
1624,2025-03-26,Canada
1625,2025-10-09,United Kingdom
1626,2025-08-05,United Kingdom
1627,2025-08-15,Germany
1628,2025-10-16,United States
1629,2025-10-02,Germany
1630,2025-06-22,United Kingdom
1631,2025-04-29,United States
1632,2025-04-08,Canada
1633,2025-06-28,Germany
1634,2025-08-05,United States
1635,2025-06-01,United States
1636,2025-07-21,United Kingdom
1637,2025-05-02,United States
1638,2025-06-11,United States
1639,2025-06-27,United Kingdom
1640,2025-09-28,United Kingdom
1641,2025-03-20,United States
1642,2025-09-08,United States
1643,2025-09-17,Germany
1644,2025-10-17,Canada
1645,2025-06-25,United Kingdom
1646,2025-04-25,United States
1647,2025-10-27,Germany
1648,2025-07-10,United Kingdom
1649,2025-10-22,United States
1650,2025-07-06,Germany
1651,2025-10-02,Germany
1652,2025-10-05,Germany
1653,2025-09-10,United Kingdom
1654,2025-09-02,United States
1655,2025-07-03,United States
1656,2025-05-10,United States
1657,2025-10-24,United Kingdom
1658,2025-05-25,United States
1659,2025-03-26,Canada
1660,2025-04-07,Germany
1661,2025-10-06,Canada
1662,2025-03-01,United States
1663,2025-09-24,United States
1664,2025-07-06,United States
1665,2025-10-05,Germany
1666,2025-10-01,United States
1667,2025-07-21,United States
1668,2025-09-08,United States
1669,2025-07-22,United States
1670,2025-09-21,United States
1671,2025-08-11,United States
1672,2025-10-01,United Kingdom
1673,2025-10-06,United States
1674,2025-10-24,France
1675,2025-07-26,United States
1676,2025-07-08,United Kingdom
1677,2025-10-27,Canada
1678,2025-09-30,United States
1679,2025-06-02,United Kingdom
1680,2025-10-12,United Kingdom
1681,2025-04-08,Canada
1682,2025-10-08,United States
1683,2025-09-24,United States
1684,2025-10-17,United States
1685,2025-07-21,Australia
1686,2025-05-24,United Kingdom
1687,2025-06-30,United States
1688,2025-03-12,United Kingdom
1689,2025-05-28,France
1690,2025-07-06,United States
1691,2025-10-21,Canada
1692,2025-09-03,Germany
1693,2025-04-23,United States
1694,2025-10-05,Germany
1695,2025-04-24,Germany
1696,2025-07-23,United States
1697,2025-03-27,United States
1698,2025-10-06,United Kingdom
1699,2025-09-17,United Kingdom
1700,2025-04-12,United States
1701,2025-06-17,United States
1702,2025-07-17,Germany
1703,2025-07-25,United States
1704,2025-10-17,United Kingdom
1705,2025-02-09,United Kingdom
1706,2025-05-30,United States
1707,2025-07-19,United Kingdom
1708,2025-05-30,United States
1709,2025-09-06,United States
1710,2025-10-28,United States
1711,2025-08-09,United Kingdom
1712,2025-10-30,United Kingdom
1713,2025-07-10,United Kingdom
1714,2025-08-31,France
1715,2025-06-03,United States
1716,2025-09-28,United States
1717,2025-09-18,United Kingdom
1718,2025-09-25,Germany
1719,2025-06-25,United States
1720,2025-08-14,Canada
1721,2025-05-08,Germany
1722,2025-07-27,Germany
1723,2025-08-31,Canada
1724,2025-03-18,Germany
1725,2025-07-26,United States
1726,2025-03-05,United States
1727,2025-03-04,Australia
1728,2025-08-07,France
1729,2025-08-13,United States
1730,2025-09-22,United States
1731,2025-07-01,Germany
1732,2025-10-11,United States
1733,2025-04-18,United States
1734,2025-10-15,Germany
1735,2025-10-16,United States
1736,2025-10-28,United Kingdom
1737,2025-08-03,Australia
1738,2025-08-08,Canada
1739,2025-09-17,United States
1740,2025-08-25,Canada
1741,2025-08-13,United States
1742,2025-03-28,Germany
1743,2025-06-18,United Kingdom
1744,2025-07-18,Germany
1745,2025-06-30,United States
1746,2025-10-12,United States
1747,2025-11-01,United States
1748,2025-10-29,Australia
1749,2025-03-25,United Kingdom
1750,2025-07-03,Canada
1751,2025-09-09,France
1752,2025-04-26,United Kingdom
1753,2025-09-27,United States
1754,2025-03-20,Germany
1755,2025-07-04,United States
1756,2025-08-18,United Kingdom
1757,2025-09-08,Australia
1758,2025-07-05,Germany
1759,2025-08-19,United Kingdom
1760,2025-07-12,United Kingdom
1761,2025-06-02,United States
1762,2025-09-19,United Kingdom
1763,2025-07-09,United Kingdom
1764,2025-06-05,United States
1765,2025-07-23,France
1766,2025-06-12,Australia
1767,2025-08-02,United States
1768,2025-10-09,United Kingdom
1769,2025-10-16,United States
1770,2025-04-01,Germany
1771,2025-10-08,United States
1772,2025-06-29,United States
1773,2025-08-13,Canada
1774,2025-10-09,Germany
1775,2025-10-21,United Kingdom
1776,2025-09-29,United Kingdom
1777,2025-04-17,United States
1778,2025-04-24,Germany
1779,2025-02-19,United Kingdom
1780,2025-07-04,Canada
1781,2025-08-15,United Kingdom
1782,2025-03-31,United States
1783,2025-11-01,Germany
1784,2025-08-09,Germany
1785,2025-10-04,United States
1786,2025-10-28,United Kingdom
1787,2025-07-24,Germany
1788,2025-06-28,Canada
1789,2025-09-27,United Kingdom
1790,2025-05-10,France
1791,2025-07-20,Australia
1792,2025-03-13,United States
1793,2025-04-30,United States
1794,2025-06-22,Germany
1795,2025-06-29,Australia
1796,2025-10-16,Canada
1797,2025-06-02,United Kingdom
1798,2025-08-15,United States
1799,2025-06-17,United Kingdom
1800,2025-08-04,United States
1801,2025-10-23,United States
1802,2025-09-05,Germany
1803,2025-08-25,Canada
1804,2025-08-17,Canada
1805,2025-02-21,United States
1806,2025-09-01,United Kingdom
1807,2025-09-03,Germany
1808,2025-07-16,United Kingdom
1809,2025-08-03,United Kingdom
1810,2025-06-13,France
1811,2025-07-31,Canada
1812,2025-09-10,United States
1813,2025-03-24,United States
1814,2025-07-21,United Kingdom
1815,2025-05-18,United Kingdom
1816,2025-06-20,Germany
1817,2025-09-18,Canada
1818,2025-10-28,United States
1819,2025-07-05,United Kingdom
1820,2025-06-22,United Kingdom
1821,2025-06-07,United States
1822,2025-04-05,United States
1823,2025-07-08,United Kingdom
1824,2025-06-01,Canada
1825,2025-05-02,United States
1826,2025-08-20,United States
1827,2025-09-24,United Kingdom
1828,2025-08-07,United Kingdom
1829,2025-06-19,United States
1830,2025-10-24,United Kingdom
1831,2025-10-27,United States
1832,2025-06-30,United States
1833,2025-08-03,Canada
1834,2025-09-04,United Kingdom
1835,2025-08-12,Canada
1836,2025-07-19,Canada
1837,2025-09-17,Germany
1838,2025-07-04,United States
1839,2025-08-18,United States
1840,2025-08-15,United States
1841,2025-08-05,Germany
1842,2025-06-11,France
1843,2025-09-09,United States
1844,2025-10-28,United States
1845,2025-09-29,United States
1846,2025-10-23,Germany
1847,2025-05-16,United Kingdom
1848,2025-08-04,United States
1849,2025-04-23,United States
1850,2025-07-29,United Kingdom
1851,2025-08-26,United Kingdom
1852,2025-06-24,United Kingdom
1853,2025-05-03,France
1854,2025-09-19,United States
1855,2025-06-26,Canada
1856,2025-08-11,Germany
1857,2025-06-16,Canada
1858,2025-07-04,Germany
1859,2025-10-29,United Kingdom
1860,2025-09-29,Germany
1861,2025-09-10,United States
1862,2025-07-29,France
1863,2025-09-27,Germany
1864,2025-08-20,Germany
1865,2025-08-21,United States
1866,2025-08-30,United Kingdom
1867,2025-10-07,United States
1868,2025-09-09,United States
1869,2025-10-24,United States
1870,2025-02-11,United States
1871,2025-04-29,Germany
1872,2025-07-15,Germany
1873,2025-10-20,Canada
1874,2025-09-19,United States
1875,2025-04-24,United States
1876,2025-06-23,Germany
1877,2025-08-09,United States
1878,2025-05-07,Australia
1879,2025-06-28,United States
1880,2025-09-25,Germany
1881,2025-09-02,Germany
1882,2025-08-26,United States
1883,2025-06-01,United Kingdom
1884,2025-05-25,France
1885,2025-06-16,United States
1886,2025-05-19,Germany
1887,2025-06-21,United States
1888,2025-10-22,Germany
1889,2025-06-09,United States
1890,2025-09-08,United States
1891,2025-10-29,Canada
1892,2025-10-25,Canada
1893,2025-06-14,United States
1894,2025-09-15,United States
1895,2025-07-22,United States
1896,2025-07-30,United States
1897,2025-08-12,Australia
1898,2025-09-12,United States
1899,2025-08-27,United Kingdom
1900,2025-05-30,Germany
1901,2025-08-10,United Kingdom
1902,2025-03-11,United States
1903,2025-09-15,United States
1904,2025-09-25,United States
1905,2025-08-14,Australia
1906,2025-07-14,Australia
1907,2025-10-13,United Kingdom
1908,2025-05-17,France
1909,2025-06-22,United Kingdom
1910,2025-10-18,United States
1911,2025-08-19,United Kingdom
1912,2025-09-16,Australia
1913,2025-10-19,United States
1914,2025-10-14,United States
1915,2025-10-20,France
1916,2025-07-11,United Kingdom
1917,2025-10-22,France
1918,2025-10-21,Canada
1919,2025-01-30,United Kingdom
1920,2025-04-10,France
1921,2025-06-12,France
1922,2025-08-13,United Kingdom
1923,2025-10-23,Canada
1924,2025-07-28,United States
1925,2025-04-13,United States
1926,2025-07-26,United States
1927,2025-05-12,Germany
1928,2025-09-28,United Kingdom
1929,2025-09-23,United States
1930,2025-10-09,Canada
1931,2025-10-04,United Kingdom
1932,2025-03-31,Germany
1933,2025-05-11,United States
1934,2025-06-23,United States
1935,2025-06-05,United States
1936,2025-09-22,France
1937,2025-06-17,Germany
1938,2025-02-02,Germany
1939,2025-09-11,United States
1940,2025-04-15,United States
1941,2025-07-13,United Kingdom
1942,2025-10-16,Germany
1943,2025-06-19,United States
1944,2025-10-19,United States
1945,2025-08-27,United States
1946,2025-04-22,United States
1947,2025-09-21,United Kingdom
1948,2025-07-16,United Kingdom
1949,2025-07-28,United Kingdom
1950,2025-09-06,United States
1951,2025-06-01,Germany
1952,2025-10-12,United States
1953,2025-07-23,Germany
1954,2025-03-27,United Kingdom
1955,2025-03-17,United Kingdom
1956,2025-08-05,United Kingdom
1957,2025-04-28,United States
1958,2025-08-08,United States
1959,2025-05-19,United Kingdom
1960,2025-04-02,United Kingdom
1961,2025-10-01,United Kingdom
1962,2025-08-07,United Kingdom
1963,2025-03-15,United Kingdom
1964,2025-10-01,Germany
1965,2025-07-11,Canada
1966,2025-09-21,United Kingdom
1967,2025-03-06,United States
1968,2025-03-18,France
1969,2025-10-22,United States
1970,2025-10-22,United States
1971,2025-07-14,Germany
1972,2025-09-24,France
1973,2025-09-02,United States
1974,2025-10-31,United States
1975,2025-10-11,Australia
1976,2025-07-06,Germany
1977,2025-09-05,United Kingdom
1978,2025-09-04,United States
1979,2025-05-09,United Kingdom
1980,2025-08-10,Germany
1981,2025-05-24,United States
1982,2025-02-15,United States
1983,2025-09-07,United Kingdom
1984,2025-08-11,Canada
1985,2025-06-01,United States
1986,2025-06-09,Australia
