order_id,customer_id,order_date,order_value,status
50063,1023,2025-08-16 00:00:00,140.53,Completed
50064,1023,2025-11-26 00:00:00,25.44,Completed
50065,1024,2025-04-09 00:00:00,35.04,Completed
50066,1024,2025-04-15 00:00:00,457.88,Completed
50067,1024,2025-06-04 00:00:00,569.97,Completed
50068,1024,2025-06-23 00:00:00,175.04,Completed
50069,1024,2025-08-15 00:00:00,579.31,Completed
50070,1025,2025-09-03 00:00:00,146.27,Completed
50071,1026,2025-07-05 00:00:00,161.6,Completed
50072,1026,2025-07-21 00:00:00,207.71,Completed
50073,1026,2025-10-16 00:00:00,282.67,Completed
50074,1027,2025-06-08 00:00:00,127.56,Completed
50075,1027,2025-07-22 00:00:00,335.8,Completed
50076,1027,2025-08-12 00:00:00,202.75,Completed
50077,1027,2025-08-17 00:00:00,177.19,Completed
50078,1027,2025-08-29 00:00:00,91.97,Completed
50079,1027,2025-11-01 00:00:00,325.12,Completed
50080,1027,2025-11-13 00:00:00,240.83,Completed
50081,1028,2025-09-04 00:00:00,161.25,Completed
50082,1028,2025-09-20 00:00:00,156.04,Completed
50083,1029,2025-05-09 00:00:00,167.34,Completed
50084,1029,2025-07-24 00:00:00,55.46,Cancelled
50085,1029,2025-08-06 00:00:00,326.59,Completed
50086,1029,2025-09-25 00:00:00,26.42,Completed
50087,1029,2025-10-17 00:00:00,346.63,Completed
50088,1029,2025-10-24 00:00:00,322.74,Completed
50089,1030,2025-05-06 00:00:00,53.68,Completed
50090,1030,2025-06-21 00:00:00,315.64,Completed
50091,1030,2025-09-12 00:00:00,221.57,Completed
50092,1031,2025-10-30 00:00:00,41.59,Completed
50093,1032,2025-08-19 00:00:00,191.66,Completed
50094,1032,2025-10-03 00:00:00,257.44,Completed
50095,1032,2025-11-06 00:00:00,185.64,Completed
50096,1032,2025-11-14 00:00:00,213.67,Cancelled
50097,1032,2025-12-26 00:00:00,122.35,Completed
50098,1033,2025-10-08 00:00:00,139.45,Completed
50099,1033,2025-10-20 00:00:00,31.18,Completed
50100,1034,2025-05-29 00:00:00,89.18,Completed
50101,1034,2025-09-16 00:00:00,331.59,Cancelled
50102,1034,2025-12-02 00:00:00,159.23,Completed
50103,1035,2025-06-23 00:00:00,154.41,Completed
50104,1035,2025-07-10 00:00:00,111.43,Completed
50105,1036,2025-05-23 00:00:00,123.76,Completed
50106,1036,2025-09-01 00:00:00,218.07,Completed
50107,1036,2025-09-07 00:00:00,108.34,Completed
50108,1036,2025-09-13 00:00:00,185.41,Completed
50109,1036,2025-09-22 00:00:00,28.31,Completed
50110,1036,2025-12-11 00:00:00,80.37,Completed
50111,1037,2025-10-13 00:00:00,108.15,Completed
50112,1037,2025-12-01 00:00:00,293.4,Completed
50113,1037,2025-12-16 00:00:00,251.62,Completed
50114,1038,2025-09-07 00:00:00,225.0,Completed
50115,1038,2025-11-18 00:00:00,260.1,Completed
50116,1039,2025-10-19 00:00:00,242.9,Completed
50117,1039,2025-12-06 00:00:00,184.87,Completed
50118,1039,2025-12-20 00:00:00,186.8,Completed
50119,1040,2025-06-08 00:00:00,225.76,Completed
50120,1041,2025-08-17 00:00:00,234.78,Completed
50121,1041,2025-08-27 00:00:00,295.61,Completed
50122,1041,2025-10-03 00:00:00,225.14,Completed
50123,1041,2025-10-15 00:00:00,307.16,Completed
50124,1041,2025-10-26 00:00:00,172.49,Completed
50125,1041,2025-11-21 00:00:00,181.4,Completed
50126,1041,2025-11-28 00:00:00,44.72,Completed
50127,1041,2025-12-26 00:00:00,86.75,Completed
50128,1042,2025-08-24 00:00:00,150.49,Completed
50129,1043,2025-07-13 00:00:00,33.73,Completed
50130,1043,2025-08-19 00:00:00,131.82,Completed
50131,1043,2025-09-17 00:00:00,309.09,Completed
50132,1043,2025-11-23 00:00:00,238.77,Completed
50133,1043,2025-12-19 00:00:00,215.28,Completed
50134,1044,2025-11-03 00:00:00,46.72,Completed
50135,1045,2025-04-04 00:00:00,119.41,Completed
50136,1045,2025-05-15 00:00:00,170.69,Completed
50137,1045,2025-05-31 00:00:00,248.48,Completed
50138,1046,2025-04-12 00:00:00,199.08,Completed
50139,1046,2025-05-17 00:00:00,24.7,Completed
50140,1046,2025-05-30 00:00:00,300.08,Completed
50141,1046,2025-06-20 00:00:00,123.27,Completed
50142,1046,2025-08-01 00:00:00,286.03,Completed
50143,1047,2025-10-02 00:00:00,114.7,Completed
50144,1047,2025-10-28 00:00:00,122.81,Completed
50145,1047,2025-11-20 00:00:00,368.01,Completed
50146,1048,2025-03-18 00:00:00,238.27,Completed
50147,1048,2025-03-25 00:00:00,333.34,Completed
50148,1048,2025-03-28 00:00:00,276.45,Completed
50149,1048,2025-04-14 00:00:00,271.61,Completed
50150,1049,2025-10-31 00:00:00,172.36,Completed
50151,1049,2025-11-29 00:00:00,295.78,Completed
50152,1049,2025-12-19 00:00:00,112.21,Completed
50153,1049,2025-12-28 00:00:00,153.49,Completed
50154,1050,2025-10-29 00:00:00,236.5,Completed
50155,1051,2025-02-02 00:00:00,194.9,Completed
50156,1051,2025-03-31 00:00:00,109.84,Cancelled
50157,1051,2025-04-03 00:00:00,245.5,Completed
50158,1051,2025-04-07 00:00:00,287.35,Completed
50159,1051,2025-04-26 00:00:00,289.13,Completed
50160,1052,2025-09-11 00:00:00,218.95,Completed
50161,1053,2025-06-10 00:00:00,29.53,Completed
50162,1053,2025-06-16 00:00:00,146.03,Completed
50163,1053,2025-08-20 00:00:00,277.9,Completed
50164,1053,2025-09-11 00:00:00,116.22,Completed
50165,1053,2025-10-05 00:00:00,339.7,Completed
50166,1053,2025-11-07 00:00:00,158.89,Completed
50167,1053,2025-11-18 00:00:00,108.32,Completed
50168,1053,2025-12-02 00:00:00,184.71,Completed
50169,1054,2025-04-15 00:00:00,28.87,Completed
50170,1054,2025-08-01 00:00:00,254.38,Completed
50171,1054,2025-08-25 00:00:00,23.34,Completed
50172,1054,2025-10-18 00:00:00,174.73,Completed
50173,1054,2025-10-25 00:00:00,63.16,Completed
50174,1055,2025-07-25 00:00:00,46.46,Completed
50175,1056,2025-10-16 00:00:00,158.52,Completed
50176,1057,2025-08-07 00:00:00,163.71,Completed
50177,1057,2025-08-12 00:00:00,152.97,Completed
50178,1057,2025-10-01 00:00:00,27.23,Completed
50179,1058,2025-10-21 00:00:00,221.07,Completed
50180,1058,2025-12-12 00:00:00,197.77,Completed
50181,1058,2025-12-28 00:00:00,122.82,Completed
50182,1059,2025-06-19 00:00:00,140.75,Completed
50183,1059,2025-09-18 00:00:00,40.96,Completed
50184,1059,2025-09-25 00:00:00,189.18,Cancelled
50185,1059,2025-10-02 00:00:00,306.37,Completed
50186,1059,2025-10-09 00:00:00,180.89,Completed
50187,1059,2025-11-15 00:00:00,61.85,Completed
50188,1060,2025-08-29 00:00:00,114.87,Completed
50189,1061,2025-09-25 00:00:00,142.56,Completed
50190,1061,2025-10-27 00:00:00,112.22,Completed
50191,1061,2025-12-09 00:00:00,333.92,Completed
50192,1061,2025-12-28 00:00:00,173.16,Completed
50193,1062,2025-09-27 00:00:00,235.65,Completed
50194,1062,2025-10-06 00:00:00,258.84,Completed
50195,1062,2025-10-15 00:00:00,102.8,Completed
50196,1062,2025-11-29 00:00:00,329.3,Completed
50197,1062,2025-12-05 00:00:00,133.39,Completed
50198,1063,2025-01-09 00:00:00,102.62,Completed
50199,1064,2025-02-13 00:00:00,86.78,Completed
50200,1064,2025-03-18 00:00:00,224.21,Completed
50201,1064,2025-04-08 00:00:00,196.24,Completed
50202,1064,2025-05-18 00:00:00,66.06,Completed
50203,1064,2025-07-05 00:00:00,103.08,Completed
50204,1064,2025-07-11 00:00:00,211.75,Completed
50205,1064,2025-09-02 00:00:00,273.61,Completed
50206,1064,2025-10-06 00:00:00,285.45,Completed
50207,1064,2025-12-19 00:00:00,173.59,Completed
50208,1064,2025-12-28 00:00:00,346.34,Completed
50209,1065,2025-10-14 00:00:00,57.25,Completed
50210,1065,2025-10-30 00:00:00,32.48,Completed
50211,1066,2025-06-21 00:00:00,120.72,Completed
50212,1066,2025-07-18 00:00:00,202.65,Completed
50213,1066,2025-08-06 00:00:00,173.95,Completed
50214,1066,2025-08-22 00:00:00,192.78,Completed
50215,1067,2025-10-14 00:00:00,239.96,Completed
50216,1067,2025-11-29 00:00:00,345.05,Completed
50217,1068,2025-03-31 00:00:00,150.53,Completed
50218,1068,2025-04-09 00:00:00,301.55,Completed
50219,1068,2025-06-02 00:00:00,157.07,Completed
50220,1068,2025-07-08 00:00:00,323.4,Completed
50221,1069,2025-03-23 00:00:00,111.05,Completed
50222,1070,2025-09-24 00:00:00,69.06,Completed
50223,1070,2025-09-27 00:00:00,46.53,Completed
50224,1070,2025-10-16 00:00:00,323.72,Completed
50225,1071,2025-07-31 00:00:00,32.54,Completed
50226,1071,2025-08-20 00:00:00,250.93,Completed
50227,1071,2025-09-03 00:00:00,206.68,Completed
50228,1071,2025-09-07 00:00:00,172.72,Completed
50229,1071,2025-10-12 00:00:00,73.21,Completed
50230,1072,2025-06-06 00:00:00,33.59,Completed
50231,1073,2025-07-19 00:00:00,183.77,Completed
50232,1074,2025-08-13 00:00:00,43.64,Completed
50233,1074,2025-08-18 00:00:00,35.88,Completed
50234,1074,2025-08-24 00:00:00,344.44,Completed
50235,1074,2025-09-03 00:00:00,20.59,Completed
50236,1074,2025-11-08 00:00:00,121.02,Completed
50237,1074,2025-12-24 00:00:00,211.59,Completed
50238,1075,2025-05-17 00:00:00,236.62,Completed
50239,1075,2025-05-22 00:00:00,183.01,Completed
50240,1076,2025-11-02 00:00:00,43.89,Completed
50241,1076,2025-12-07 00:00:00,152.1,Completed
50242,1077,2025-07-21 00:00:00,95.01,Completed
50243,1077,2025-08-07 00:00:00,248.26,Completed
50244,1078,2025-04-19 00:00:00,44.84,Completed
50245,1078,2025-06-06 00:00:00,582.88,Completed
50246,1078,2025-07-29 00:00:00,287.26,Completed
50247,1078,2025-08-03 00:00:00,518.65,Completed
50248,1078,2025-09-10 00:00:00,477.92,Completed
50249,1078,2025-09-17 00:00:00,189.0,Completed
50250,1078,2025-09-25 00:00:00,194.12,Completed
50251,1078,2025-12-12 00:00:00,448.78,Completed
50252,1078,2025-12-25 00:00:00,274.43,Completed
50253,1079,2025-06-30 00:00:00,211.64,Completed
50254,1079,2025-07-04 00:00:00,144.2,Completed
50255,1079,2025-08-03 00:00:00,250.23,Completed
50256,1079,2025-08-20 00:00:00,281.75,Completed
50257,1079,2025-08-31 00:00:00,183.76,Completed
50258,1079,2025-11-03 00:00:00,45.4,Completed
50259,1079,2025-12-27 00:00:00,171.68,Completed
50260,1079,2025-12-31 00:00:00,235.54,Completed
50261,1080,2025-05-28 00:00:00,131.92,Completed
50262,1080,2025-06-16 00:00:00,212.11,Completed
50263,1080,2025-06-20 00:00:00,225.87,Completed
50264,1080,2025-09-02 00:00:00,156.17,Cancelled
50265,1081,2025-03-25 00:00:00,100.75,Completed
50266,1081,2025-06-21 00:00:00,193.08,Completed
50267,1081,2025-06-24 00:00:00,387.98,Completed
50268,1081,2025-07-16 00:00:00,226.29,Completed
50269,1081,2025-08-04 00:00:00,250.09,Completed
50270,1081,2025-12-08 00:00:00,550.43,Completed
50271,1082,2025-05-29 00:00:00,120.83,Completed
50272,1082,2025-07-02 00:00:00,70.74,Completed
50273,1082,2025-07-17 00:00:00,248.71,Completed
50274,1082,2025-08-14 00:00:00,205.28,Completed
50275,1082,2025-08-22 00:00:00,279.17,Completed
50276,1083,2025-10-10 00:00:00,243.32,Completed
50277,1083,2025-12-08 00:00:00,70.39,Completed
50278,1083,2025-12-11 00:00:00,310.79,Completed
50279,1084,2025-05-31 00:00:00,94.19,Completed
50280,1085,2025-05-22 00:00:00,123.22,Completed
50281,1085,2025-07-04 00:00:00,140.38,Completed
50282,1085,2025-07-29 00:00:00,172.72,Completed
50283,1085,2025-09-10 00:00:00,320.8,Completed
50284,1085,2025-10-21 00:00:00,251.59,Completed
50285,1085,2025-12-13 00:00:00,58.05,Completed
50286,1086,2025-10-23 00:00:00,114.97,Completed
50287,1086,2025-12-24 00:00:00,157.24,Completed
50288,1087,2025-07-29 00:00:00,103.05,Completed
50289,1087,2025-08-09 00:00:00,272.23,Completed
50290,1087,2025-08-28 00:00:00,290.78,Completed
50291,1087,2025-10-03 00:00:00,321.39,Completed
50292,1087,2025-11-11 00:00:00,77.97,Completed
50293,1087,2025-11-22 00:00:00,128.76,Completed
50294,1088,2025-10-02 00:00:00,120.79,Completed
50295,1088,2025-11-13 00:00:00,102.44,Completed
50296,1089,2025-04-06 00:00:00,61.8,Completed
50297,1089,2025-04-30 00:00:00,244.83,Completed
50298,1089,2025-05-06 00:00:00,284.19,Completed
50299,1089,2025-05-09 00:00:00,207.52,Completed
50300,1089,2025-05-28 00:00:00,177.86,Completed
50301,1089,2025-09-20 00:00:00,273.41,Completed
50302,1089,2025-10-05 00:00:00,227.43,Completed
50303,1090,2025-07-21 00:00:00,137.96,Completed
50304,1090,2025-09-27 00:00:00,52.41,Completed
50305,1090,2025-10-06 00:00:00,269.47,Completed
50306,1090,2025-12-19 00:00:00,17.33,Completed
50307,1091,2025-09-20 00:00:00,69.46,Completed
50308,1091,2025-10-12 00:00:00,28.35,Completed
50309,1091,2025-12-24 00:00:00,31.77,Completed
50310,1092,2025-11-01 00:00:00,81.77,Completed
50311,1092,2025-12-24 00:00:00,104.52,Cancelled
50312,1093,2025-07-16 00:00:00,28.94,Completed
50313,1093,2025-08-19 00:00:00,27.27,Completed
50314,1094,2025-10-13 00:00:00,80.94,Completed
50315,1095,2025-05-13 00:00:00,53.36,Completed
50316,1096,2025-07-20 00:00:00,122.0,Completed
50317,1096,2025-09-01 00:00:00,291.57,Completed
50318,1096,2025-11-06 00:00:00,190.39,Completed
50319,1096,2025-11-30 00:00:00,139.89,Completed
50320,1096,2025-12-08 00:00:00,228.67,Completed
50321,1097,2025-06-02 00:00:00,110.93,Completed
50322,1097,2025-06-19 00:00:00,300.37,Completed
50323,1097,2025-06-29 00:00:00,471.34,Completed
50324,1097,2025-07-04 00:00:00,496.82,Completed
50325,1097,2025-08-05 00:00:00,369.58,Completed
50326,1097,2025-10-02 00:00:00,386.67,Completed
50327,1097,2025-10-13 00:00:00,444.43,Completed
50328,1097,2025-10-23 00:00:00,299.34,Completed
50329,1097,2025-11-01 00:00:00,203.57,Completed
50330,1097,2025-12-27 00:00:00,331.22,Completed
50331,1098,2025-07-24 00:00:00,46.86,Completed
50332,1099,2025-08-16 00:00:00,74.74,Completed
50333,1099,2025-09-19 00:00:00,125.13,Completed
50334,1099,2025-10-09 00:00:00,19.21,Completed
50335,1099,2025-10-26 00:00:00,163.87,Completed
50336,1099,2025-11-19 00:00:00,85.56,Completed
50337,1100,2025-11-02 00:00:00,176.42,Completed
50338,1100,2025-12-12 00:00:00,41.33,Completed
50339,1101,2025-10-30 00:00:00,151.3,Completed
50340,1101,2025-12-20 00:00:00,116.85,Completed
50341,1102,2025-10-11 00:00:00,176.76,Completed
50342,1103,2025-08-02 00:00:00,165.46,Completed
50343,1104,2025-07-12 00:00:00,194.06,Completed
50344,1104,2025-12-22 00:00:00,195.09,Completed
50345,1105,2025-07-07 00:00:00,46.82,Completed
50346,1106,2025-06-06 00:00:00,153.42,Completed
50347,1107,2025-07-26 00:00:00,197.55,Completed
50348,1107,2025-08-25 00:00:00,550.23,Completed
50349,1107,2025-09-08 00:00:00,432.12,Completed
50350,1107,2025-10-21 00:00:00,351.15,Completed
50351,1107,2025-11-19 00:00:00,478.41,Completed
50352,1107,2025-12-03 00:00:00,536.67,Completed
50353,1107,2025-12-23 00:00:00,481.47,Cancelled
50354,1108,2025-10-25 00:00:00,111.25,Completed
50355,1108,2025-11-15 00:00:00,222.32,Completed
50356,1108,2025-11-23 00:00:00,349.63,Completed
50357,1108,2025-12-28 00:00:00,331.74,Completed
50358,1109,2025-08-17 00:00:00,62.45,Completed
50359,1109,2025-12-04 00:00:00,216.45,Cancelled
50360,1110,2025-05-03 00:00:00,149.21,Completed
50361,1110,2025-05-27 00:00:00,95.17,Completed
50362,1110,2025-06-21 00:00:00,81.93,Completed
50363,1110,2025-06-28 00:00:00,25.35,Completed
50364,1110,2025-07-31 00:00:00,244.03,Completed
50365,1110,2025-08-23 00:00:00,74.25,Completed
50366,1110,2025-09-16 00:00:00,284.24,Completed
50367,1110,2025-11-21 00:00:00,319.47,Completed
50368,1111,2025-10-28 00:00:00,129.0,Completed
50369,1111,2025-12-18 00:00:00,359.88,Completed
50370,1112,2025-08-16 00:00:00,40.83,Completed
50371,1112,2025-11-02 00:00:00,254.79,Completed
50372,1112,2025-12-07 00:00:00,254.45,Completed
50373,1112,2025-12-30 00:00:00,35.03,Completed
50374,1113,2025-03-17 00:00:00,211.37,Completed
50375,1113,2025-04-04 00:00:00,186.37,Completed
50376,1113,2025-05-13 00:00:00,56.56,Completed
50377,1113,2025-05-21 00:00:00,291.45,Completed
50378,1113,2025-07-12 00:00:00,71.6,Completed
50379,1113,2025-08-02 00:00:00,320.85,Completed
50380,1114,2025-08-07 00:00:00,72.27,Completed
50381,1115,2025-05-01 00:00:00,128.1,Completed
50382,1115,2025-06-22 00:00:00,245.88,Completed
50383,1115,2025-07-09 00:00:00,101.4,Completed
50384,1115,2025-07-23 00:00:00,61.91,Cancelled
50385,1115,2025-08-20 00:00:00,309.86,Cancelled
50386,1115,2025-09-21 00:00:00,117.73,Completed
50387,1115,2025-11-07 00:00:00,117.09,Completed
50388,1115,2025-12-23 00:00:00,66.74,Completed
50389,1116,2025-03-29 00:00:00,57.97,Completed
50390,1116,2025-04-11 00:00:00,300.06,Completed
50391,1116,2025-05-14 00:00:00,19.04,Completed
50392,1116,2025-06-01 00:00:00,306.53,Completed
50393,1116,2025-06-29 00:00:00,316.5,Completed
50394,1117,2025-08-25 00:00:00,169.87,Completed
50395,1117,2025-09-22 00:00:00,325.24,Completed
50396,1117,2025-10-31 00:00:00,176.49,Completed
50397,1117,2025-11-26 00:00:00,239.03,Completed
50398,1118,2025-05-28 00:00:00,102.03,Completed
50399,1118,2025-06-05 00:00:00,259.14,Completed
50400,1118,2025-06-12 00:00:00,182.09,Completed
50401,1119,2025-10-15 00:00:00,213.99,Completed
50402,1119,2025-12-04 00:00:00,26.0,Completed
50403,1120,2025-08-25 00:00:00,139.17,Completed
50404,1120,2025-12-29 00:00:00,204.85,Completed
50405,1121,2025-07-18 00:00:00,80.06,Completed
50406,1121,2025-08-30 00:00:00,97.1,Completed
50407,1121,2025-10-12 00:00:00,28.48,Completed
50408,1121,2025-11-16 00:00:00,45.61,Completed
50409,1121,2025-11-26 00:00:00,36.33,Completed
50410,1122,2025-08-11 00:00:00,38.69,Completed
50411,1123,2025-05-21 00:00:00,129.46,Completed
50412,1123,2025-06-06 00:00:00,80.8,Completed
50413,1124,2025-05-29 00:00:00,124.43,Completed
50414,1124,2025-06-28 00:00:00,178.22,Completed
50415,1125,2025-09-07 00:00:00,155.89,Completed
50416,1125,2025-10-24 00:00:00,230.28,Completed
50417,1125,2025-11-27 00:00:00,268.11,Completed
50418,1126,2025-06-23 00:00:00,194.78,Completed
50419,1126,2025-07-30 00:00:00,176.9,Completed
50420,1126,2025-08-13 00:00:00,103.51,Completed
50421,1126,2025-09-11 00:00:00,242.08,Completed
50422,1126,2025-10-08 00:00:00,52.34,Completed
50423,1127,2025-03-25 00:00:00,134.71,Completed
50424,1127,2025-04-20 00:00:00,269.75,Completed
50425,1127,2025-06-01 00:00:00,303.78,Completed
50426,1127,2025-06-18 00:00:00,290.56,Completed
50427,1127,2025-06-28 00:00:00,92.65,Completed
50428,1128,2025-11-03 00:00:00,137.9,Completed
50429,1128,2025-11-09 00:00:00,219.19,Completed
50430,1128,2025-12-11 00:00:00,67.39,Completed
50431,1129,2025-03-25 00:00:00,216.78,Completed
50432,1129,2025-04-10 00:00:00,173.71,Completed
50433,1129,2025-05-14 00:00:00,258.37,Completed
50434,1130,2025-06-07 00:00:00,234.89,Completed
50435,1130,2025-06-26 00:00:00,258.45,Completed
50436,1130,2025-08-29 00:00:00,118.19,Completed
50437,1130,2025-09-29 00:00:00,16.9,Completed
50438,1131,2025-10-16 00:00:00,37.44,Completed
50439,1132,2025-07-07 00:00:00,29.38,Completed
50440,1132,2025-08-16 00:00:00,293.9,Completed
50441,1132,2025-08-19 00:00:00,143.11,Completed
50442,1132,2025-09-19 00:00:00,282.15,Completed
50443,1132,2025-10-25 00:00:00,106.78,Completed
50444,1132,2025-10-30 00:00:00,257.15,Completed
50445,1133,2025-10-09 00:00:00,239.21,Completed
50446,1133,2025-11-21 00:00:00,240.07,Completed
50447,1133,2025-12-26 00:00:00,419.81,Completed
50448,1134,2025-08-29 00:00:00,123.58,Completed
50449,1134,2025-09-06 00:00:00,123.72,Completed
50450,1134,2025-10-31 00:00:00,65.84,Completed
50451,1134,2025-11-08 00:00:00,82.0,Completed
50452,1134,2025-11-14 00:00:00,206.87,Completed
50453,1135,2025-09-06 00:00:00,150.25,Completed
50454,1135,2025-09-14 00:00:00,306.69,Completed
50455,1135,2025-10-29 00:00:00,335.66,Completed
50456,1135,2025-11-16 00:00:00,265.34,Completed
50457,1135,2025-11-27 00:00:00,91.27,Completed
50458,1135,2025-12-15 00:00:00,340.43,Completed
50459,1136,2025-10-05 00:00:00,82.46,Completed
50460,1136,2025-10-13 00:00:00,158.16,Completed
50461,1136,2025-12-12 00:00:00,293.61,Completed
50462,1136,2025-12-17 00:00:00,140.11,Completed
50463,1137,2025-09-06 00:00:00,240.95,Completed
50464,1137,2025-11-02 00:00:00,207.56,Completed
50465,1137,2025-12-10 00:00:00,204.38,Completed
50466,1138,2025-04-22 00:00:00,144.65,Completed
50467,1138,2025-05-24 00:00:00,232.81,Completed
50468,1138,2025-06-03 00:00:00,244.12,Completed
50469,1138,2025-08-04 00:00:00,312.93,Completed
50470,1139,2025-04-11 00:00:00,171.35,Completed
50471,1140,2025-06-10 00:00:00,127.16,Completed
50472,1140,2025-08-29 00:00:00,113.43,Completed
50473,1140,2025-10-05 00:00:00,17.86,Completed
50474,1140,2025-10-21 00:00:00,301.62,Completed
50475,1140,2025-11-23 00:00:00,193.34,Completed
50476,1141,2025-09-16 00:00:00,198.23,Completed
50477,1141,2025-12-06 00:00:00,208.25,Completed
50478,1141,2025-12-16 00:00:00,118.34,Completed
50479,1141,2025-12-22 00:00:00,331.41,Completed
50480,1142,2025-08-31 00:00:00,200.38,Completed
50481,1142,2025-09-16 00:00:00,92.08,Completed
50482,1143,2025-08-02 00:00:00,70.38,Completed
50483,1144,2025-10-10 00:00:00,77.42,Completed
50484,1144,2025-10-13 00:00:00,161.56,Completed
50485,1145,2025-07-18 00:00:00,124.89,Completed
50486,1145,2025-08-06 00:00:00,148.72,Completed
50487,1145,2025-08-17 00:00:00,287.86,Completed
50488,1145,2025-08-23 00:00:00,320.95,Completed
50489,1145,2025-10-10 00:00:00,268.46,Completed
50490,1145,2025-10-17 00:00:00,217.62,Completed
50491,1145,2025-12-07 00:00:00,78.98,Completed
50492,1146,2025-01-21 00:00:00,132.55,Completed
50493,1146,2025-01-24 00:00:00,155.7,Completed
50494,1146,2025-05-21 00:00:00,135.73,Completed
50495,1146,2025-06-05 00:00:00,331.89,Completed
50496,1146,2025-07-14 00:00:00,249.91,Completed
50497,1147,2025-09-04 00:00:00,222.09,Completed
50498,1148,2025-09-22 00:00:00,189.17,Completed
50499,1148,2025-09-30 00:00:00,204.13,Completed
50500,1148,2025-10-07 00:00:00,247.85,Completed
50501,1148,2025-11-29 00:00:00,283.8,Completed
50502,1149,2025-07-21 00:00:00,108.63,Completed
50503,1149,2025-08-12 00:00:00,188.73,Completed
50504,1149,2025-08-20 00:00:00,239.0,Completed
50505,1150,2025-03-27 00:00:00,222.79,Completed
50506,1151,2025-10-18 00:00:00,31.75,Completed
50507,1152,2025-10-09 00:00:00,165.7,Completed
50508,1152,2025-11-15 00:00:00,114.25,Cancelled
50509,1152,2025-12-10 00:00:00,303.83,Completed
50510,1153,2025-04-29 00:00:00,60.59,Completed
50511,1154,2025-06-20 00:00:00,45.73,Completed
50512,1154,2025-10-22 00:00:00,549.07,Completed
50513,1154,2025-11-14 00:00:00,100.36,Completed
50514,1154,2025-12-09 00:00:00,261.44,Completed
50515,1155,2025-09-29 00:00:00,132.5,Completed
